"Vortex Beam Rm Air Control, permitting flight by the user at Ex speeds and other Power stunts",Air Control;Flight
Air Control only a pure and noble person can pick up the hammer (Ex strength & 1000 Karma) .,Air Control;Limitation:SEx
Atlantean Amulet Loa was given an Atlantean Amulet that seems to have permanently altered her physiology. She has the following abilities:,Alien
"Brood Enhancements The Brood have captured and enslaved many Acanti, lobotomized them and equipped them with cybernetics.",Alien
"Plodex Technology The Master was preserved by, and eventually gained control of, the technology of an alien race known as the Plodex. The Master has used this technology to create several installations and devices to aid him in his goal of world domination. A typical installation is of Huge capacity, and is defended by the following:",Alien
"Xandarian Background The Worldmind contains all the knowledge of the lost Xandarian culture, including their arts, sciences, history, technology and philosophy, as well as a bio-template of the entire Xandarian race.",Alien
Animal Control Ty ability to entice animals to perform simple tasks. A successful use of this power also forms a Sensory Link with the animal.,Animal Control
"Centipedes (x2) Two demonic centipedes, each the length of his person. These massive arthropods are capable of such FEATs as the following",Animal Control
"Control Helmet Built into his armor, the control helmet gives Locust Am ability to control insects.",Animal Control
"Insect Communication Ty, She can communicate with all insectoid life with Ty ability/range. She can also command them.",Animal Control
"Insect Communication and Control Rm ability to command ants and other insects. He often rode a flying ant (Fe Flying speed) and could command swarms of insects to attack foes (causing only Pr damage but forcing the opponent to make a Green Psyche FEAT. to ignore the pesky bugs). As a power stunt, he could also instruct his entomical friends to arrange in patterns which could spell out messages.",Animal Control
"Insect-Sense Am Buzzing, cannot be blindsided and may make defensive actions if he makes a successful power FEAT. Intuition remains same in battle. If sense is nullified, Intuition is as listed and all Agility FEATs are at -1cs.",Animal Control
Insectroid Senses Rm ability to warn him when crimes are in progress nearby.,Animal Control
Reptilian Empathy Am empathy abilities with dinosaurs and other reptilian creatures. He can sense other reptiles but cannot control them or influence its behavior at this time.,Animal Control
"Pies The pies explode and release a murder of crows, which fly around the target, causing a -2cs penalty on Agility FEATs",Animal Control:-2CS
Hard Light Construct Mn ability to generate a hard light construct in the form of a giant hand that mirrors the gauntlet's movements.,Animate Images
"Animate Potion Rm, When poured on an inanimate object, the object comes alive, and Diablo controls the abilities and actions of the new life form as if using an Animation spell.",Animate Objects
"Animation In ability to animate objects, such as staties.",Animate Objects
Quantum Constructs Mn solid light constructs,Animate Objects
"Bloodstone Choker Am material, the Bloodstone Choker grants Elsa the following power stunts:",Artifact
"Bloodstone Ring Un material, Cullen wears the Bloodstone Ring, a mystical artifact that may contain a piece of his father's original Bloodstone gem. The ring provides the following powers:",Artifact
Box Exosleketon All of Box's powers derive from his powered exoskeleton. It gives him the following abilities:,Artifact
"Bracelet Gd material, Karolina's Bracelet has the following power stunts",Artifact
"Bracelets Am material, these bracelets give Killer Shrike the following power stunts:",Artifact
"Compartment Bracelet A series of bangles with hollow compartments inside, modified by Bruno into a single bracelet worn on Kamala's left arm to hold her cell phone and other small items. They were originally used by Kamala's great-grandmother Aisha to smuggle money out of Bombay during Partition and had since been passed down to her daughter and granddaughter, Muneeba.",Artifact
Dragon Mask The mask costains devices that allow White Dragon to perform the following power stunts:,Artifact
Dragonskin Pouch The pouch is though to have mystical properties as it can hold at least 30 adult humans.,Artifact
"Eye of Agamotto CL1000 material, Un abilities, Has the following power stunts",Artifact
"Forehead Gem As Overboss, Zoe wore a forehead gem which gave her the following abilities:",Artifact
Hand device ,Artifact
"Helemt Ex material, gives Snapdragon the following abilities:",Artifact
Jewel Desak is empowered by the Jewel which gives him the following power stunts:,Artifact
"Ka Stone CL1000 material, The mystical Ka stone grants the wearer the following powers",Artifact
"Magic Lamp Un material, the lamp has the following power stunts:",Artifact
"Mandarin's Ten Rings From left hand, little finger to right are",Artifact
"Mask Ex material, has the following abilites",Artifact
"Mechanical Mjolnir CL1000 material, Ragnarok's Fighting is Sh-Y and he inflicts Un damage. Mjolnir can be thrown up to 10 areas. Mjolnir has the following power stunts",Artifact
"Mind Stone Barrett got hold of the Mind Stone in the middle of the battle, and decided to use it for his own goals after feeling a taste of its power. He is able to perform the following with the Mind Stone:",Artifact
Moonstones Baron Zemo has two Moonstones that allow him to perform the following power stunts:,Artifact
"Mystic Chain Un Material, Ghost Rider is able to perform the following power stunts",Artifact
"Mystical Bone Chain Un Material, Vengeance is able to perform the following power stunts",Artifact
"Nega-Bands Un material, the Nega-Bands converted psionic energy for a variety of uses and the power source is a link to the Negative Zone, this gives Captain Marvel the ability to perform the following",Artifact
"Neutralize The ring keeps Cullen's soul-beast, the Glartox in check. As long as he's wearing the ring the creature can not manifest itself against his will and when the Glartox is loose, touching the creatures skin with the ring will force it back inside Cullen's body and restore him to normal.",Artifact
"Pendant Jubilee wears a pendant around her neck that blocks all UV rays from the sun, enabling her to travel outdoors during the day. The pendant also has the same effect on light-based powers.",Artifact
"Phasing Jewels When activated, they transform as below:",Artifact
Power Gem The Power Gem gives the Hood the following abilities:,Artifact
Reality Gem The Reality Gem gives the Hood the following abilities:,Artifact
Size-Altering The helmet can be unfurled and retracted into an unknown space on her head.,Artifact
"Sular Satellites Ultron utilized Tony Stark's weather changing satellites, which was only in stage two of production. This gives Ultron the following power stunts:",Artifact
Swirling Clouds Conundrum has clouds the swirl around him that give him the following power stunts:,Artifact
Third Eye of Horus This item is a magical mask bestowed to Hank by Doctor Strange. Donning the mask gives the wearer the following:,Artifact
Threat Detection Excelsior is capable of discerning who is friend or foe. Excelsior will not hurt an ally of Emperor Dorrek VIII,Artifact
"Tiger Amulet Under the influence of the the Tiger Amulet, Angela gains the following power stunts:",Artifact
Utopia Isle Necklace Zarda wears a special necklace to dampen her abilities when she was in her secret identity. She loses her abilities and stats change as shown above,Artifact
"Wand of Watoomb CL1000 material, The following powers lie within the wand itself and are available to anyone wielding it",Artifact
"Bane Sense Like all members of the Knights of Pendragon, Albion can detect the forces of Bane with Am ability at a range of 10 areas.",Bane Detection
"Berserker Bantam sometimes becomes enraged during battle, especially if it is personal. When this happens he must make a Psyche FEAT to come out of it or he continues to pound on his victim.",Berserk
Blending Rm blending with shadows and in dim light.,Blending
Chameleon Effect Rm Holographic Blending,Blending
Chameleon Mode The Iron Man 2.0 Armor is optimized for stealth missions. Chameleon Mode cannot be used at the same time as Ghost Tech. Chameleon Mode gives the wearer the following abilities:,Blending
Stealth Ex,Blending
"Stealth Suit To combat the new Hobgoblin's Sonic Scream, Peter developed a suit using Omni-Harmonic Mesh with Wave-Bending properties. The costume gives Scarlet Spider the following power stunts:",Blending
Camoflage +2cs for Blindsiding,Blending:2
Camouflage +2cs for blindsiding,Blending:2
"Razor Wing In Edge, may block up to 20 damage",Blocking
"Razor Wings Ex Edge, may block up to 40 damage, but still subjected to stuns & slams",Blocking
"Shield of Faith like his sword, these are intimately tied to Crusaders faith, and can be considered Un material at peak faith, with that Strength dwindling as his faith does. The shield can be used to Block, using the material strength rather than the wielder's Strength.",Blocking
"Titanium Shield Am material, blocks up to 50 damage from an attack, still subject to Stuns and Slam. It is equipped with the following:",Blocking
"Triangular Shield Mn material, he can use it to block up to 75 damage from an attack, but he is still subject to Stuns and Slams.",Blocking
"Vibranium Shield In material, the shield is engraved with the names of terrorist victims on the surface of the shield. It provides Un protections vs. Concussion Force attacks (Sonic attacks, Force attacks and shock waves from explosions). These types of attacks will not cause Slam or Stun results. It provides In protection vs. Physical and Energy, which can Slam or Stun Walker. He can throw the shield up to 6 areas, causing In damage. He can bounce the shield off a number of hard surfaces and have it return the following round. The star's ""points"" extend into blades that can deal In Edge",Blocking
Vibranium Shielding Mn protection vs. all forms of Vibranium and Vibranium weapons,Blocking
Web Shield Mn,Blocking
"When the user is the target of a mystical attack, and can move the wand to block the attack (Agility FEAT roll), it absorbs all the mystical power used in the attack and allows the user to utilize the power in one of three fashions. Power utilization can be either ",Blocking
"Wing Shield Captain America is able to block up to 90 points of damage by using his wings as a shield. However, Captain America cannot fly if they are used as shields.",Blocking
"Zero Point Energy Shield He can block up to 90 damage, but he is still subject to stuns and slams. It can be used to deal Am Energy or Force, 7 areas; however, he cannot use this in junction with the shield",Blocking:Un;Energy:Am;Force:Am
Skateboard Locked on the Backpack assembly or on the right forearm. It has Gd material strength and can be used as a Gd shield. It has a spring loaded blade hidden in the front that can do Ex edged damage. He has Gd speed possible with Gd control and Gd Body while on the board.,Blocking;Hyper-Running
"Baton Ex material, Ex Blunt",Blunt
Batons In Blunt,Blunt
"Battle Stave Am material, up to Am Blunt, it is capable of the following power stunts:",Blunt
"Blunt Ex damage, but Kill results are treated as Stun results.",Blunt
Blunt Attack In Blunt damage or,Blunt
Blunt attack In,Blunt
Board In material,Blunt
"Brass Knuckles Gd material, +1cs to Slugfest",Blunt
Club +1CS to Strength for damage purposes,Blunt
"Crowbar Rm material, Rm Blunt",Blunt
Earth Am Blunt,Blunt
"Escrima Sticks Rm blunt damage, located on his gauntlets",Blunt
Force Punch By surrounding his fists with a force field he may hit for Am Blunt,Blunt
"Golden Mace CL1000 material, An enchanted adamantine weapon, forged for Hercules by the Olympian god Hephaestus, in Hercules hands inflicts up to Sh-X Blunt",Blunt
Hammer Head Un Blunt,Blunt
Kicking Able to perform a leaping kick that does In damage (She must leap in order to inflict this damage),Blunt
Lead Pipe Gd Blunt,Blunt
Mallet In damage,Blunt
Mercy Bullets Gd Blunt,Blunt
"Multi-Purpose Pulse Staff Am material, Am Blunt",Blunt
"Nunchakus In material, Ex Slugfest",Blunt
"Prehensile Cape Ex material, Ex Blunt attack, 1 area range. It can also do the following power stunts:",Blunt
Punch Attack Causes Am Slugfest,Blunt
"Quarterstaff Am material, Am Blunt",Blunt
Regular Rm Blunt,Blunt
Sledgehammer Strikes for In Blunt,Blunt
"Solid Light Fists By solidifying light around his fists, he can inflict Rm Blunt.",Blunt
Tack-Hammer Rm Blunt,Blunt
"Titanium Knuckles Un material, +1cs to Slugfest",Blunt
"Truncheon Am material, Rm Blunt. It is capable of the following:",Blunt
"Truncheon Sticks In material, Ex Blunt",Blunt
"Vibro-Smashers With the Vibro-Smashers, the Shocker can punch with Rm Strength. He is also capable of performing the following power stunts:",Blunt
Concussion Rm Blunt,Blunt Missile
"Ionic Particle Gauntlet Am material, Grasp is suited with an Ionic Particle Gauntlet that is capable of firing large armored fists up to 10 areas away. He is able to perform the following power stunts:",Blunt Missile
"Polymer Juggling Balls Gd Blunt, opponent must make an Endurance check to avoid unconsciousness",Blunt Missile
"Projectiles Ex Blunt Damage, 3 areas, fired from forearms. She can catch the staves on the rebound with a Green Agility FEAT Roll.",Blunt Missile
Reflexerangs Solid-weighted boomerang. Bullseye result on Blunt Throwing column indicates target must check for Stun or be knocked over.,Blunt Missile
Rubber Bullets Pr Shooting,Blunt Missile
Solid Rubber Balls Gd Blunt,Blunt Missile
"Spring-Loaded Boxing Glove Reaches up to 1 area, Gd damage",Blunt Missile
Throwing Scarf Gd Blunt,Blunt Missile
Web Missile Ex blunt attack at 3 areas,Blunt Missile
"Web Missiles Ex Blunt, 3 areas",Blunt Missile
"Billy Club Ex material, Gd Blunt",Blunt Missile:Gd-Ex
"As nunchaku for 2 separate attacks with Ex damage each. If wound around an opponent, the whip may detach from its handle and explode for In damage to its target (Ex to all within one area). The concussion explosion may be timed for up to 3 rounds.",Blunt Missile;Energy Area
Headbutt Benefit of +1cs Blunt Strength damage for Headbutts,Blunt:1
"Pounders (x2) In material, +1cs to Slugfest",Blunt:1:In
"Cybernetic Tail In material, Am Blunt damage, the tail is capable of performing the following abilities",Blunt:Am-In
"Scepter Mn material, Am Blunt",Blunt:Am-Mn
"Ivory Boomerang Ex Thrown Blunt, 3 areas when thrown. It is capable of returning to the thrower.",Blunt Missile:Boomerang
"Remote-Controlled Boomerang Ex Thrown Blunt, can be remote-controlled by device (+3cs to Accuracy FEATs)",Blunt Missile:Boomerang-3
"Bat or Club Gd material, +1cs Strength up to Ex damage, Gd Thrown Stun",Blunt:Ex-Gd;Stunning
"Great Key Mn material, Ex blunt, ignoring Body Armor. The Great Key is an intricate, golden, five foot long staff that can open the nexus between the Earth dimension and the Realm of the Beasts. The nexus is found in the northern Canadian crater called the Eye of the World. By means of this staff, Shaman may also battle beings in the astral, spirit, or other planes, including out-of-phase and intangible beings. Little else is known of the key, possibly it acts as a Dimensional Aperture spell into other dimensions. It is usually kept in the Void dimension, which can be accessed through Shaman’s medicine pouch.",Blunt:Ex-Mn-IgnoresBody Armour
"Battle Staves Rm material, Ex Blunt. They also have the following combat options",Blunt:Ex-Rm
"Crutches Ex material, inflict Gd Blunt, the crutches have the following devices built into it:",Blunt:Gd-Ex
"Nightstick Ex material, Gd Blunt",Blunt:Gd-Ex
"Spinster Energy Staff Am material, In Blunt attack, gives Ganymede the following power stunts:",Blunt:In-Am
"Unfetted Might Sh-Y damage,(Sh-Z with Belt of Might) Unless he is wearing his special gauntlets, this attack causes him 40 damage & half his Karma",Blunt:Limitation40Self
Unfettered Might Sh-Y damage (Sh-Z with belt of Might). Unless he is wearing his special gauntlets this attack cuses him 40 damage. It also causes him to lose half his karma.,Blunt:Limitation40Self
"Ice Club Am material, +1CS to hit and Damage. Requires Un strength to even lift. Ymir can thow it striking targets upto 4 areas away.",Blunt:LimitationUntolif
"As whips Mn Blunt or Edge, able to burn through Am material",Blunt:Mn;Edged;Mn;Energy:Fire:Am
"Fist-Rams Am material, Mn Physical damage with a punch, but is limited to making 3 such attacks each before recharging. The Fist Rams can also be used to project force-bolts for Am Force, 2-area range and a maximum of 6 shots each (every 2 force bolts counts as 1 punch attack)",Blunt:Mn-Am
"Beta Batons Rm material, Mn Blunt or Stun, Korath can perform the following power stunts with the Beta Batons:",Blunt:Mn-Rm;Stunning:Mn-Rm
"As Whips Rm Blunt, They may grapple an opponent as with In strength.",Blunt:Rm;Grappling:in
"Bo Staff Ex material, Rm damage",Blunt:Rm-Ex
"Convincer Rm material, Rm Blunt. It is also able to create a strong energy field capable of melting steel (In Energy)",Blunt:Rm-Rm;Energy Blast
"Power Lance Un material, Rm Blunt damage. It also has the following abilities",Blunt:Rm-Un
"Asgardian Hammer CL1000 material, Red Norvell's fighting is Sh-Y and he inflicts Un damage. The hammer can be thrown up to 10 areas.",Blunt:Un;Blunt Missile:Un
"Coup-Stick Rm material, Gd Blunt, can be thrown up to 3 areas",Blunt;Blunt Missile
Club/Flail Un Blunt or Edge,Blunt;Edged
"Retractable Cestus It can be retracted and can retrofitted with silver for battling werewolves, his damage increases by +1cs and goes from Blunt to Edge",Blunt;Edged
"Yo-Yo Ex Blunt, the steel string can be used like a garrote",Blunt;Edged
"Lasso Gd damage or Ex Grappling, 1 area, Moon Knight can also use it as a grapple, enabling him to climb walls at a rate of 2 stories per turn.",Blunt;Grappling
Battle Helmet Star-Lord's helmet provides him with the following abilities:,Body Armour
Body Am,Body Armour
Body armor Has the following abilities:,Body Armour
Body Armor Suit Un protection,Body Armour
"Corona Armor Rm material, gives Corona the following power stunts:",Body Armour
"Ablation Armor Due to the recent (and most likely permanent) loss of his healing factor, Wolverine has now donned an armor that gives him the following abilities:",Body Armour
"Aegis Breastplate Mn material, Trey's powers come from the mystical Aegis breastplate which he wears. It gives Aegis the following power stunts:",Body Armour
Aquarius Armor Aquarius' Body Armor gives her the following abilities:,Body Armour
Aries Armor Aries wears an armor that is designed to the theme of the Zodiac sign Aries. It gives him the following abilities:,Body Armour
"Battle-Vest Rm material and protection, provides Makeshift with the following weapons:",Body Armour
Black Nova Helmet Sam Alexander's Black Nova Helmet only works for someone with his father's DNA signature and was created to access Nova Force energy without restriction. It provides Alexander with the following abilities,Body Armour
Black Spectre Armor This Rm material gladiatorial armor provides the following:,Body Armour
Bulletproof Vest Gd protection vs. Shooting,Body Armour
Cowl Nighthawk's cowl provides him with the following:,Body Armour
"Cyber-Cloak Cybermancer possesses a hard-light cyber-cloak that can become as hard as Adamantium, giving her Un Body Armor",Body Armour
Flak Jacket Gd protection vs. Shooting and Edge,Body Armour
High Explosive Am damage to one area,Body Armour
Protection None,Body Armour
Skin Armor Ty protection vs. Blunt,Body Armour
"Sound Carapace Am material, creates Solid Sound with the following stunts",Body Armour
Ablative Armor Any damage that penetrates the regular body armor is reduced by -1cs by the Ablative Armor.,Body Armour:1
"Armor In protection vs. Heat, Cold, Energy and Radiation. Am protection vs. Physical attacks. Raises Strength and Endurance to Mn and health to 210",Body Armour:Am;Resist:Fire;Resist:Cold;Resist:Energy;Resist:Radiation;Ability Boost:SMn
"Battle Armor CL1000 material, Am protection vs. Physical and Energy",Body Armour:Am-Am
"Battlesuit (Human-size) Am protection vs. Physical and Energy, When wearing it, he has these abilities",Body Armour:Am-Am
Body Resistance Am protection vs. Physical and Energy. The armor is vulnerable to Corrosives and receives -1cs in resistance.,Body Armour:Am-Am
Body Armor Ex protection vs. Physical and Energy,Body Armour:Ex-Ex
Combat Battle Armor Ex protection vs. Physical and Energy,Body Armour:Ex-Ex
V-Battalion Uniform Ex vs. Physical & Energy,Body Armour:Ex-Ex
"Kevlar Armor Gd vs. Physical, Shooting & Edge",Body Armour:Gd-Gd
Leather Armor Gd protection vs. Physical and Energy,Body Armour:Gd-Gd
"Polestar Armor Gd protection vs. Physical and Energy, allows Polestar the ability to manipulate iron and iron-based alloys with In ability to do the following power stunts",Body Armour:Gd-Gd
"Armor of Faith like his sword, these are intimately tied to Crusaders faith, and can be considered Un material at peak faith, with that Strength dwindling as his faith does. Un protection vs. Edged, Am protection vs. Energy, but only In protection vs. Blunt attacks.",Body Armour:In;Am;Un
True Invulnerability Rm resistance to harm,Body Armour:Rm-Rm
"Olympian Battle Armor CL1000 material, Sh-X protection vs. Physical and Energy",Body Armour:ShX-ShX
"S.H.I.E.L.D. Uniform Ty protection from Physical, Ex protection from Energy",Body Armour:Ty-Ex
S.H.I.E.L.D. Uniform (standard) Ty protection vs. Physical attacks and Ex protection vs. Energy attacks (not including cold). It also has the following,Body Armour:Ty-Ex
"Steel Bracings Ty protection vs. Physical and Energy, +1cs to damage in hand to hand combat.",Body Armour:Ty-Ty;Blunt
"Nemean Lion Skin Un Invulnerability, The skin of the Nemean Lion protects Hercules from all Physical and Energy attacks.",Body Armour:Un-Un
"Spiked Shoulder Pads and Gauntlets Rm material, offering the same protection, these inflict Strength +1cs Edge when battering or attacking",Body Armour;Blunt
"Blood Bullet After her father's death, Oubliette carried a bullet containing a drop of his blood. The bullet retained his ability to turn anything it struck into gold. Victims with natural Body Armor, Regeneration or Invulnerability will delay the transformation and if the bullet is removed in time, the process can be stopped.",Body Transformation-Other
Body Alteration (others) Am ability to transform others into various forms.,Body Transformation-Other
Werewolf Serum Nightshade has a serum that turns the victims into werewolves with Am ability,Body Transformation-Other
Alter Ego Stats change as shown above,Body Transformation-Self
Alter-Ego Stats are changed as above,Body Transformation-Self
Bone Medallion Reptil wears a crystallized bone medallion that allows him to take on the abilities of different dinosaurs just by thinking about with Am ability. He cannot fully transform into a complete dinosaur but can shapeshift various parts of his body into different dinosaur appendages. He has transformed to use the following abilities:,Body Transformation-Self
"Instant Change By unknown means, Carol is able to instantly change into her costume upon thought.",Body Transformation-Self
Left Glove Allows Steve to either lock his shape into his human form or assume his Slapstick form,Body Transformation-Self
Nano-Machines Nano-machines provide the armor with shape change at Am rank. Applications include,Body Transformation-Self
Shape Change Symbiote biology provides the armor with shape change at Am rank. Applications include:,Body Transformation-Self
Shape-Changing In ability to change the suit's appearance. He changes between the Prowler look and Spider-Man for appearance,Body Transformation-Self
"Shape-Shift Ty, transforms the costume into regular street clothes",Body Transformation-Self
"Shape-Shifting Mn ability to modify the entire appearance of the suit, by changing the color and the mass of the armor, in order to adapt to a certain tasks. It allows him to use it in the following ways:",Body Transformation-Self
"Containment Armor Un material, the Presence, who may be completely radioactive energy as his physical form post-irradiation has never been revealed, has his form contained by his golden armored battle-suit of unknown composition which acts as body armor to contain his true energy form. The armor provides him the following:",Body Transformation-Self;Exoskeleton
Automatic Return 10 areas,Boomerang
Automatic return 10 areas.,Boomerang
"Mountaintop Penthouse Gideon lives in a majestic mountaintop penthouse, which is equipped with the following:",Building
Murderworld See Below,Building
Charging A favorite tactic imployed by Valerie is to ram her opponents by flying into them with her force field turn on. This attack is capable of inflicting Mn damage.,Charging
Charging Attack Damage from this attack is equal to Ultron's speed rank plus 2 points for each area moved; indoors it could inflict up to 93 points of damage.,Charging
Shoulder Pads Inflict Mn damage when ramming an opponent,Charging
"Horns Rm material, Aries wears a pair of horns that, when combined with a charging attack, allows him to receive a +1cs on the Charging column.",Charging:1
"Cable Gun fires up to 3 areas and attach to up to Rm materials. Contains 200 ft. of line (In strength, can support up to 600 lbs.).",Climbing
Cable-Claw Can swing 3 areas/round,Climbing
"Cable-Launcher In strength, 3 areas cable",Climbing
Ladder Up to 2 stories high,Climbing
Ankh Glows in the presence of danger giving Khonshu the equivalent of Mn Danger Sense,Combat Sense
